Tahun,Skenario_Ekonomi,Kecamatan,Kelurahan,Jumlah_Penduduk,Kepadatan_Penduduk,Persentase_Usia_Produktif,Rata_Rata_Pendapatan,Jumlah_UMKM_Kuliner,Jumlah_UMKM_Jasa,Jumlah_UMKM_Retail,Jumlah_Coffee_Shop,Jumlah_Laundry,Jumlah_Sekolah_Kampus,Jumlah_Fasilitas_Kesehatan,Jumlah_Bank_ATM,Skor_Aksesibilitas,Indeks_Harga_Properti,Volume_Lalu_Lintas_Harian,Latitude,Longitude
2026,Normal,Serengan,Serengan,30534,8133,73.35,7182657,44,11,150,31,30,5,9,2,1,50,34586,-7.569655952726343,110.82213873492647
2026,Normal,Serengan,Tipes,10460,16171,72.16,5186211,76,44,105,29,9,1,6,6,9,96,14237,-7.582848473201973,110.80895910570116
2026,Normal,Serengan,Jayengan,25247,14707,70.04,4769248,123,42,229,23,54,19,12,15,2,61,24244,-7.5672999488566886,110.82122169571618
2026,Normal,Serengan,Kratonan,31193,13133,78.35,6566853,131,56,201,8,54,12,12,17,4,98,48934,-7.56589668098062,110.82378309407905
2026,Normal,Serengan,Kemlayan,13241,19567,74.27,5216816,43,91,78,17,11,3,10,4,7,65,28874,-7.570506132828795,110.82016416490364
2026,Normal,Serengan,Danukusuman,15067,15926,77.06,7225156,98,58,62,24,25,16,7,10,1,63,5700,-7.565360362606952,110.82322674941751
2026,Normal,Serengan,Joyotakan,16988,11860,69.86,5583635,96,91,180,45,37,6,8,17,9,82,2951,-7.563298386393271,110.82895094340077
2026,High Growth,Banjarsari,Kadipiro,16878,13746,64.77,6318545,139,43,113,24,15,15,10,16,7,65,25290,-7.5379702957064785,110.82821729322798
2026,High Growth,Banjarsari,Nusukan,20373,5447,61.64,5438686,54,30,207,42,21,8,6,19,9,51,35440,-7.553146653288357,110.81955465766346
2026,High Growth,Banjarsari,Gilingan,10609,19269,68.38,6964526,122,64,30,36,49,1,13,13,6,56,24341,-7.5538815423125065,110.82123939409422
2026,High Growth,Banjarsari,Setabelan,24652,20343,63.78,4026131,48,26,171,39,40,15,8,12,6,76,35840,-7.570383858158862,110.82640011674324
2026,High Growth,Banjarsari,Kestalan,32476,9959,65.3,5194608,125,95,240,29,57,2,11,10,1,97,10190,-7.565537001690127,110.82451131863476
2026,High Growth,Banjarsari,Keprabon,29459,20779,71.76,5149848,190,46,236,28,30,11,2,19,4,53,48921,-7.570691045187722,110.82831114079929
2026,High Growth,Banjarsari,Timuran,27403,4058,76.04,7163933,94,37,223,7,33,10,5,17,7,99,21365,-7.569567823381563,110.82687834269709
2026,High Growth,Banjarsari,Ketelan,12533,13096,78.92,5356264,127,85,96,38,60,10,7,9,3,97,18493,-7.565846251214472,110.82906284911817
2026,High Growth,Banjarsari,Punggawan,20545,12563,66.02,6233827,69,32,170,4,8,13,8,8,9,84,13388,-7.566569879908969,110.82412708827582
2026,High Growth,Banjarsari,Mangkubumen,21112,12434,65.59,4332971,100,52,124,33,10,21,14,2,4,61,35625,-7.571256298030351,110.82575298932723
2026,High Growth,Banjarsari,Banyuanyar,6420,6972,64.2,5811798,154,37,171,43,34,16,14,5,3,73,28909,-7.569199764710564,110.82010955344502
2026,High Growth,Banjarsari,Sumber,13856,15095,73.95,4473139,43,43,197,46,28,0,2,11,9,92,45007,-7.5708578834716835,110.82030370107888
2026,High Growth,Banjarsari,Banjarsari,17383,14196,78.4,5289018,182,51,57,17,28,7,10,12,5,57,8642,-7.564510776632901,110.82386157757837
2026,High Growth,Banjarsari,Joglo,21631,4992,76.06,5707931,49,81,132,46,30,24,5,1,7,89,32933,-7.56643257748824,110.81976796835113
2026,High Growth,Banjarsari,Manahan,21349,13677,63.53,5503022,151,91,137,47,29,6,6,4,3,93,47057,-7.568165094300072,110.82418625580807
2026,High Growth,Banjarsari,Kepatihan Kulon,19518,13810,72.88,5671049,158,76,244,6,27,6,14,1,3,58,43098,-7.564396981438841,110.81937131234103
2026,High Growth,Banjarsari,Kepatihan Wetan,24033,8911,63.75,5127573,44,87,137,24,23,6,7,14,8,59,2214,-7.569628486026548,110.82511625016679
2026,High Growth,Jebres,Jebres,28718,4212,73.46,4240817,180,19,112,29,26,2,5,8,2,60,30441,-7.55997217326544,110.85608108470029
2026,High Growth,Jebres,Mojosongo,22316,15882,66.82,5212727,142,11,230,46,6,0,10,1,7,57,23372,-7.541658802425835,110.8375138678854
2026,High Growth,Jebres,Pucangsawit,23503,21643,70.82,5370780,166,36,30,42,37,7,5,16,8,91,25161,-7.56852920866997,110.82828845170705
2026,High Growth,Jebres,Jagalan,28510,5777,79.03,4887466,73,93,54,2,66,22,14,1,6,60,9998,-7.563322410693535,110.82734993418353
2026,High Growth,Jebres,Sewu,8594,21709,67.65,6599520,73,46,248,27,44,1,12,16,1,96,39765,-7.567138463542358,110.82285636753598
2026,High Growth,Jebres,Gandekan,26421,19368,66.84,4126536,132,86,178,20,14,5,8,18,9,62,17448,-7.563726393293945,110.82261758944334
2026,High Growth,Jebres,Sudiroprajan,16128,15785,73.37,4128918,158,21,167,24,53,16,9,10,6,85,37390,-7.5628414687510235,110.82475076665712
2026,High Growth,Jebres,Tegalharjo,17019,21207,63.36,6990616,75,13,59,11,39,12,4,5,7,53,33563,-7.562589635955709,110.82161234863044
2026,High Growth,Jebres,Purwodiningratan,20469,4021,68.28,4081992,77,73,132,11,11,22,7,9,8,58,13641,-7.569728994077256,110.82784417636304
2026,High Growth,Jebres,Kepatihan,15800,16726,64.18,6992467,108,33,201,16,6,12,13,17,8,64,18952,-7.565808738462512,110.82170287813598
2026,High Growth,Laweyan,Laweyan,18407,17334,78.71,4933034,131,23,120,24,35,4,10,10,6,54,49780,-7.561957788041753,110.82435047154945
2026,High Growth,Laweyan,Pajang,6307,9976,72.91,7327504,66,80,195,31,66,12,7,4,7,99,9789,-7.571509974424296,110.78799479897097
2026,High Growth,Laweyan,Sondekan,6000,21459,75.0,6666086,100,51,233,47,31,15,8,9,1,78,39931,-7.56317824893681,110.82224455719165
2026,High Growth,Laweyan,Karangasem,31225,21615,77.77,4813128,155,47,67,28,35,11,12,11,7,66,23606,-7.567813562835213,110.82837409913479
2026,High Growth,Laweyan,Jajar,16861,8491,75.5,4755607,122,27,236,31,10,11,11,19,3,83,27853,-7.562639403159587,110.82252428500239
2026,High Growth,Laweyan,Kerten,14672,21725,74.6,6398509,163,17,118,31,35,10,10,11,5,77,34349,-7.568709742765579,110.82726891737437
2026,High Growth,Laweyan,Penumping,21514,18984,79.09,7454560,65,31,221,7,24,18,14,6,5,99,9353,-7.567519320806086,110.82298728684387
2026,High Growth,Laweyan,Sriwedari,23027,18496,61.27,5356456,73,53,63,49,66,22,14,6,6,74,11940,-7.565913984713216,110.81968418305279
2026,High Growth,Laweyan,Purwosari,18095,11280,65.3,4214518,127,39,46,9,22,12,12,16,4,72,6791,-7.561431087817581,110.80197482089991
2026,High Growth,Laweyan,Bumi,32785,21221,79.38,4176836,194,43,130,16,58,11,5,7,3,52,44601,-7.566063573237715,110.82630671039914
2026,High Growth,Laweyan,Panularan,17162,14542,63.9,6309964,165,61,205,42,43,16,1,11,7,95,20254,-7.568529838725946,110.82444079964556
2026,High Growth,Pasar Kliwon,Pasar Kliwon,18244,15939,68.87,3909229,135,33,84,24,11,9,1,6,1,56,23538,-7.563786513104064,110.82278130749445
2026,High Growth,Pasar Kliwon,Gajahan,9349,8542,65.74,7632627,160,32,112,41,43,23,1,11,2,56,45874,-7.570440281280888,110.82246993952204
2026,High Growth,Pasar Kliwon,Mojo,18847,11869,76.91,4769619,149,24,86,10,38,6,4,10,2,65,43406,-7.558953117852155,110.86452997165611
2026,High Growth,Pasar Kliwon,Joyosuran,14197,15856,74.6,6401481,143,28,228,37,12,12,5,1,9,60,45997,-7.583376557371047,110.83059800225811
2026,High Growth,Pasar Kliwon,Semanggi,24437,17894,78.51,7295858,89,38,136,38,23,3,10,5,1,86,40709,-7.584136429374531,110.8414887930986
2026,High Growth,Pasar Kliwon,Sangkrah,20550,9246,73.44,4246210,25,27,39,27,15,0,1,12,5,69,9128,-7.573598016549784,110.8388883287815
2026,High Growth,Pasar Kliwon,Kedung Lumbu,24996,12168,74.26,5156539,164,64,139,28,40,4,10,16,6,74,6622,-7.564675137556712,110.82457811335715
2026,High Growth,Pasar Kliwon,Baluwarti,25889,5699,76.37,6498464,168,86,147,36,30,22,7,19,1,63,18463,-7.5649593164648445,110.82351984762572
2026,High Growth,Pasar Kliwon,Kauman,14935,5069,74.14,4386519,35,93,186,27,12,23,3,18,1,51,2102,-7.563363721993032,110.82385252251511
2026,High Growth,Pasar Kliwon,Kampung Baru,6229,16241,68.75,7156922,132,22,62,4,31,24,14,2,3,98,27205,-7.566743991848774,110.82823259420782
2026,High Growth,Serengan,Serengan,29140,14251,65.04,5398153,190,26,69,48,61,22,4,10,9,83,13489,-7.568070616118772,110.8209085780104
2026,High Growth,Serengan,Tipes,7070,10597,77.99,4654951,62,32,184,44,41,5,1,5,2,71,22352,-7.580206050930624,110.80780817495938
2026,High Growth,Serengan,Jayengan,9650,11292,68.45,5458784,70,97,205,37,69,13,4,11,6,60,37009,-7.57043478900677,110.82108697948716
2026,High Growth,Serengan,Kratonan,8967,9574,68.24,5373178,71,40,62,12,22,8,10,8,7,90,13041,-7.567773801948593,110.82717458938879
2026,High Growth,Serengan,Kemlayan,31416,20654,75.88,6269774,178,79,96,10,19,12,4,9,6,96,47136,-7.569767893662226,110.82620856792714
2026,High Growth,Serengan,Danukusuman,16446,16881,66.41,5220968,107,11,133,19,47,6,6,9,5,60,43048,-7.562796749607425,110.82844045369045
2026,High Growth,Serengan,Joyotakan,19563,6514,66.93,6774829,167,70,244,20,16,21,4,17,1,79,1864,-7.56357464439742,110.82285094680456
2026,Low Growth,Banjarsari,Kadipiro,17174,15716,60.83,3892897,114,64,234,15,28,12,8,1,6,95,12760,-7.53785842120111,110.82780073116821
2026,Low Growth,Banjarsari,Nusukan,20061,5564,73.88,4152402,73,48,71,27,33,10,3,19,3,50,1055,-7.543639935052258,110.82199088697324
2026,Low Growth,Banjarsari,Gilingan,24880,4105,65.89,4669733,177,80,81,26,13,21,2,13,1,50,24112,-7.558315642790044,110.82716018510006
2026,Low Growth,Banjarsari,Setabelan,10758,20940,61.97,5253722,124,31,175,11,47,6,9,5,3,97,30309,-7.567671282711597,110.81982926804716
2026,Low Growth,Banjarsari,Kestalan,11461,4783,75.45,4674258,56,92,194,16,68,21,14,7,1,51,46853,-7.568388036122841,110.82751684183218
2026,Low Growth,Banjarsari,Keprabon,21773,10843,64.47,6328780,171,13,66,3,22,23,2,15,1,68,48078,-7.570345530200895,110.82771133783842
2026,Low Growth,Banjarsari,Timuran,29392,21216,77.64,3819809,156,69,140,14,61,4,9,8,7,56,5663,-7.567703065893251,110.8253769830908
2026,Low Growth,Banjarsari,Ketelan,12146,15880,63.55,3528861,181,72,38,48,55,5,5,1,9,78,21493,-7.568582528949212,110.82547904032968
2026,Low Growth,Banjarsari,Punggawan,23760,18158,65.29,5168943,55,57,114,27,66,15,6,11,3,89,48845,-7.570463296359917,110.8234402510863
2026,Low Growth,Banjarsari,Mangkubumen,9587,9660,66.25,5142503,29,48,239,0,43,20,1,14,4,69,28785,-7.563162468984782,110.82161741307512
2026,Low Growth,Banjarsari,Banyuanyar,20846,10523,77.24,4574333,52,70,39,19,69,12,1,4,1,77,11974,-7.5713453423278745,110.82622260985677
2026,Low Growth,Banjarsari,Sumber,18977,20016,70.54,5015036,160,23,168,27,46,2,13,16,9,59,15855,-7.563103183536651,110.82761011357945
2026,Low Growth,Banjarsari,Banjarsari,14206,10458,63.59,5203962,49,26,232,19,52,8,2,4,1,53,40267,-7.569922017897105,110.82869789764746
2026,Low Growth,Banjarsari,Joglo,10244,15650,74.2,4399825,53,52,103,29,26,5,2,1,2,81,26705,-7.566868694076448,110.82011589290505
2026,Low Growth,Banjarsari,Manahan,15076,18855,78.7,5276761,88,28,195,10,47,19,4,17,9,99,3889,-7.568837473742121,110.82875551970702
2026,Low Growth,Banjarsari,Kepatihan Kulon,14670,14141,78.19,5460156,134,40,71,3,65,5,14,3,7,66,19706,-7.564105762293697,110.82043208379791
2026,Low Growth,Banjarsari,Kepatihan Wetan,15858,18142,70.16,6991098,177,34,133,10,30,23,6,18,9,85,19454,-7.569040855590394,110.8224995897612
2026,Low Growth,Jebres,Jebres,18486,17016,63.59,4653125,163,82,185,12,39,8,13,1,8,90,14541,-7.558475441403116,110.85031101160426
2026,Low Growth,Jebres,Mojosongo,24722,19015,74.08,4731922,184,74,103,3,14,14,11,13,6,61,16916,-7.541367327368128,110.83987034719658
2026,Low Growth,Jebres,Pucangsawit,20389,13546,69.21,5396748,48,27,49,46,18,1,1,7,2,79,28928,-7.56744525362777,110.82736180185326
2026,Low Growth,Jebres,Jagalan,17342,6759,60.76,5050646,22,76,115,16,21,13,3,8,5,61,41612,-7.5709099788447,110.82577587673569
2026,Low Growth,Jebres,Sewu,27687,13491,64.31,5121918,194,84,209,7,8,11,8,5,5,69,40419,-7.570814762855419,110.82616975826387
2026,Low Growth,Jebres,Gandekan,28561,7144,67.64,6121635,92,86,77,25,43,18,8,18,1,62,12340,-7.566407040726165,110.82381923654204
2026,Low Growth,Jebres,Sudiroprajan,5280,11737,71.86,5052043,161,93,172,31,37,16,8,12,2,66,14535,-7.563576303253305,110.8212879766203
2026,Low Growth,Jebres,Tegalharjo,13326,9122,69.36,5613911,103,25,107,15,63,20,1,10,1,82,19205,-7.569184548503833,110.82054876186464
2026,Low Growth,Jebres,Purwodiningratan,16711,9374,68.44,5724511,42,87,123,32,49,14,7,14,4,91,9749,-7.570837474680357,110.82396369709396
2026,Low Growth,Jebres,Kepatihan,22481,21323,68.72,4633963,71,63,117,18,26,19,1,7,9,95,15408,-7.568603163436437,110.82347982977669
2026,Low Growth,Laweyan,Laweyan,27560,21540,68.59,5573775,108,17,45,47,65,14,1,2,6,63,47371,-7.567864450534959,110.82483685223232
2026,Low Growth,Laweyan,Pajang,15041,10722,74.12,4364368,130,74,248,26,9,6,3,14,3,96,16222,-7.577087527608817,110.78108430374914
2026,Low Growth,Laweyan,Sondekan,17484,15795,64.97,4006213,92,50,196,25,6,22,7,15,9,62,12162,-7.5664338461195015,110.82276355651953
2026,Low Growth,Laweyan,Karangasem,27513,11219,64.56,6238339,119,74,175,8,17,7,7,12,4,82,29067,-7.56942197912361,110.82546223860628
2026,Low Growth,Laweyan,Jajar,27448,7688,65.69,6522748,167,84,169,17,67,19,9,11,5,74,22514,-7.566593659432985,110.82346368183931
2026,Low Growth,Laweyan,Kerten,27010,10449,78.65,5297794,108,58,43,0,29,7,5,4,9,84,25722,-7.563198235716917,110.82261467800835
2026,Low Growth,Laweyan,Penumping,12533,8725,69.27,4964534,163,42,159,13,5,24,10,14,8,96,22686,-7.568139698177409,110.82920730772908
2026,Low Growth,Laweyan,Sriwedari,16778,21690,78.49,4035784,91,32,97,13,67,20,10,0,4,81,33624,-7.569556361151639,110.8269336628979
2026,Low Growth,Laweyan,Purwosari,15694,19462,66.71,3586192,179,88,42,1,23,23,13,10,6,64,41232,-7.563780489866143,110.80376188683937
2026,Low Growth,Laweyan,Bumi,19884,11195,69.05,4022484,114,53,167,36,51,5,7,16,6,89,38067,-7.567560989708832,110.82773839823564
2026,Low Growth,Laweyan,Panularan,22513,9494,72.27,3696619,39,88,60,6,62,8,10,9,7,77,38412,-7.568162485041143,110.82688851162959
2026,Low Growth,Pasar Kliwon,Pasar Kliwon,20105,8394,63.83,6142702,71,65,105,3,13,6,10,12,8,93,37821,-7.56222715646894,110.82773643884636
2026,Low Growth,Pasar Kliwon,Gajahan,18877,5245,75.31,5263267,41,66,91,49,34,6,7,9,9,94,35568,-7.562286891575925,110.8230147056991
2026,Low Growth,Pasar Kliwon,Mojo,19243,13096,62.53,3992462,150,44,50,30,56,1,9,2,8,81,18157,-7.563256105616598,110.85601498671863
2026,Low Growth,Pasar Kliwon,Joyosuran,17921,19316,72.36,6366765,199,92,185,30,68,14,14,18,6,58,24396,-7.58234714033209,110.82785395328878
2026,Low Growth,Pasar Kliwon,Semanggi,17879,15173,68.22,5241234,111,60,102,31,57,23,11,5,8,62,44306,-7.586314665588003,110.84453439139288
2026,Low Growth,Pasar Kliwon,Sangkrah,5184,11378,62.02,6562024,192,37,149,17,33,16,4,11,4,59,12672,-7.570756736907002,110.84021653852712
2026,Low Growth,Pasar Kliwon,Kedung Lumbu,26655,7182,63.52,6393533,108,58,227,25,31,24,2,0,7,52,23211,-7.567522586282999,110.82483178009805
2026,Low Growth,Pasar Kliwon,Baluwarti,20152,13735,65.3,5825859,102,65,204,25,14,5,14,16,9,68,5893,-7.564136443471816,110.82809897109013
2026,Low Growth,Pasar Kliwon,Kauman,14577,8382,68.41,7039612,42,57,138,39,10,5,9,3,5,66,27867,-7.561691866572184,110.82023625787701
2026,Low Growth,Pasar Kliwon,Kampung Baru,17737,4760,79.47,4152443,32,20,153,44,28,8,10,3,1,95,16863,-7.565572810929489,110.82477160156128
2026,Low Growth,Serengan,Serengan,17683,14447,61.46,3788005,122,19,102,30,32,24,3,13,9,64,14313,-7.569835406525845,110.819565615614
2026,Low Growth,Serengan,Tipes,6604,19167,60.45,4631665,119,33,184,36,43,14,10,0,8,53,10372,-7.576468062928747,110.8135354388439
2026,Low Growth,Serengan,Jayengan,29517,19082,65.31,4726584,158,83,216,16,40,23,10,15,5,62,41200,-7.562406778700343,110.82663338738321
2026,Low Growth,Serengan,Kratonan,29921,8725,68.18,6051322,75,40,243,36,51,17,4,13,5,85,36103,-7.567260249067175,110.8260403267182
2026,Low Growth,Serengan,Kemlayan,9386,4559,61.43,5424855,100,39,178,12,5,0,1,5,9,75,42420,-7.569664619479633,110.82040742015873
2026,Low Growth,Serengan,Danukusuman,21076,5832,70.08,4150381,196,57,101,48,51,23,1,11,5,73,27623,-7.568532254954901,110.82327935397724
2026,Low Growth,Serengan,Joyotakan,26565,4256,63.21,6384533,150,58,176,42,33,17,2,8,8,66,15267,-7.564529380737,110.82626756433093
